item,itemLabel,itemDescription,itemItalianLabel,itemItalianDescription,category,type
Q11895763,music composing,action or process of creating or writing of music; art of creating music,composizione,processo di concessione di un'opera d'arte formata da alterazioni fra note musicali,Music,concept
