item,itemLabel,itemDescription,itemItalianLabel,itemItalianDescription
http://www.wikidata.org/entity/Q487202,Tower of God,South Korean webtoon,Tower of God,manhwa disegnato e ideato da Lee Jong-hui
http://www.wikidata.org/entity/Q92589,Gionni Galassia,1958-1959 comic by Benito Jacovitti,Gionni Galassia,fumetto di Jacovitti
http://www.wikidata.org/entity/Q177333,Buso Renkin,Japanese manga series,Il guerriero alchemico,serie di manga
http://www.wikidata.org/entity/Q5358741,Elektra: Assassin,1986 comic book limited series,Elektra: Assassin,Romanzo a fumetti
http://www.wikidata.org/entity/Q2855256,Kotoura-san,Japanese manga series,Kotoura-san,manga yonkoma scritto e disegnato da Enokizu
http://www.wikidata.org/entity/Q7457446,Seven Soldiers,2005-2006 comic book series published by DC Comics,Seven Soldiers,fumetto della DC Comics
http://www.wikidata.org/entity/Q2094663,Pif gadget,"French children's magazine (1969–1993, 2004-2009)",Pif Gadget,rivista settimanale francese di fumetti
http://www.wikidata.org/entity/Q180498,Hetappi Manga Kenkyūjo,manga,Akira Toriyama - Scuola di manga,serie di manga
http://www.wikidata.org/entity/Q3746624,Flipside,online comic,Flipside,fumetto online
http://www.wikidata.org/entity/Q2618713,Homestuck,webcomic by Andrew Hussie,Homestuck,fumetto statunitense
http://www.wikidata.org/entity/Q4019625,Who Is Sensor Girl?,comic story arc featuring the Legion of Super-Heroes,Who Is Sensor Girl?,storia a fumetti pubblicata dalla DC Comics
http://www.wikidata.org/entity/Q55080328,Wataten!: An Angel Flew Down to Me,Japanese manga series,Wataten!: An Angel Flew Down to Me!,serie manga
http://www.wikidata.org/entity/Q623998,"Magnus, Robot Fighter",Fictional superhero,Magnus,personaggio dei fumetti di fantascienza
http://www.wikidata.org/entity/Q726431,Dilbert,American comic strip,Dilbert,striscia di fumetti statunitense
http://www.wikidata.org/entity/Q21015266,Radiant,manfra series,Radiant,"serie a fumetti francese in stile giapponese, scritta e disegnata da Tony Valente"
http://www.wikidata.org/entity/Q5306430,Dream Police,2005 American comic book one-shot created by writer J. Michael Straczynski with artwork by Mike Deodato,Dream Police,limited series
http://www.wikidata.org/entity/Q12339810,Trollface,Internet meme,Trollface,fenomeno di internet
http://www.wikidata.org/entity/Q971092,Batman: Year Three,storyline,Batman: Anno tre,saga a fumetti di Batman
http://www.wikidata.org/entity/Q92836,Kylion,cartoon,Kylion,fumetto
http://www.wikidata.org/entity/Q170019,D.Gray-man,Japanese manga series,D.Gray-man,serie di manga Giapponese
http://www.wikidata.org/entity/Q3935717,Rigel,Italian comics,Rigel,fumetto italiano
http://www.wikidata.org/entity/Q343615,Action Comics,American comic book series,Action Comics,testata fumettistica statunitense
http://www.wikidata.org/entity/Q60996980,Aharen-san wa Hakarenai,Japanese manga series,Aharen-san wa hakarenai,manga scritto e disegnato da Asato Mizu
http://www.wikidata.org/entity/Q7037733,Nimona,Webcomic by N.D. Stevenson,Nimona,fumetto di N.D. Stevenson
http://www.wikidata.org/entity/Q65215,Shakes and Fidget,web comic,Shakes & Fidget,fumetto online
http://www.wikidata.org/entity/Q162465,The Order of the Stick,comedic fantasy webcomic,The Order of the Stick,fumetto
http://www.wikidata.org/entity/Q4024708,Zona X,Italian comic book,Zona X,Serie a fumetti italiana di fantascienza
http://www.wikidata.org/entity/Q128492,Jacula,Comic,Jacula,fumetto
http://www.wikidata.org/entity/Q63384604,Belzebubs,virtual band originating from the comic of the same name,Belzebubs,gruppo melodic death metal finlandese
http://www.wikidata.org/entity/Q4545841,Superman vol. 2,comic book series,Superman,secondo volume della serie a fumetti della DC Comics
http://www.wikidata.org/entity/Q39183886,Bouletcorp,webcomic written by Boulet,Bouletcorp,webcomic online scritto e disegnato da Boulet
http://www.wikidata.org/entity/Q7768616,The Thanos Imperative,comic book series,L'Ordine di Thanos,miniserie a fumetti
http://www.wikidata.org/entity/Q654659,Heavy Metal,American science fiction and fantasy comics magazine,Heavy Metal,rivista di fumetti pulp
http://www.wikidata.org/entity/Q2843542,Don Miki,Spanish magazine,Don Miki,fumetto spagnolo
http://www.wikidata.org/entity/Q13915,xkcd,webcomic created by Randall Munroe,xkcd,fumetto online creato da Randall Munroe
http://www.wikidata.org/entity/Q91912,Baby Rocket,cartoon,Baby Rocket,fumetto
http://www.wikidata.org/entity/Q2344545,Sonic X,comic,Sonic X,fumetto della casa editrice statunitense Archie Comics
http://www.wikidata.org/entity/Q138038,Gilgamesh,Japanese manga series,Gilgamesh,serie di manga
http://www.wikidata.org/entity/Q75130982,Summer Time Rendering,Japanese manga series,Summer Time Rendering,manga scritto e disegnato da Yasuki Tanaka
http://www.wikidata.org/entity/Q128525,Vartan,comics character,Vartàn,fumetto
http://www.wikidata.org/entity/Q128521,Messalina,Italian comic book,Messalina,fumetto
http://www.wikidata.org/entity/Q3878986,Nova Express,Italian comics magazine,Nova Express,rivista mensile italiana di fumetti
http://www.wikidata.org/entity/Q6023269,Indiana Jones and the Iron Phoenix,Dark Horse Comics limited series,Indiana Jones and the Iron Phoenix,serie a fumetti
http://www.wikidata.org/entity/Q3875998,Nick Carter,comic strip from Italy,Nick Carter,personaggio creato dal fumettista Bonvi
http://www.wikidata.org/entity/Q1033470,Hana to Yume,Japanese manga magazine,Hana to yume,rivista shōjo manga pubblicata in Giappone dalla casa editrice Hakusensha
http://www.wikidata.org/entity/Q162469,Wolf Guy,Japanese manga series,Wolf Guy,manga
http://www.wikidata.org/entity/Q81891535,Heartstopper,British webcomic,Heartstopper,romanzo grafico
http://www.wikidata.org/entity/Q13516675,Sakura Trick,Japanese four-panel manga series,Sakura Trick,manga yonkoma yuri scritto e disegnato da Tachi
http://www.wikidata.org/entity/Q171803,La☆BlueGirl,1992 erotic manga series by Toshio Maeda,La Blue Girl,manga hentai scritto e disegnato da Toshio Maeda
http://www.wikidata.org/entity/Q81426,Kin-iro Mosaic,Japanese manga series,Kinmoza!,serie manga giapponese
http://www.wikidata.org/entity/Q65235667,Bocchi the Rock!,Japanese manga series,Bocchi the Rock!,manga scritto e disegnato da Aki Hamaji
http://www.wikidata.org/entity/Q500912,Sturmtruppen,Italian comic series,Sturmtruppen,fumetto italiano
http://www.wikidata.org/entity/Q8011104,Trace,South Korean webcomic series by Go Yeong-hun,Trace,webtoon sudcoreano
http://www.wikidata.org/entity/Q8916464,Servant × Service,Japanese manga series,Servant × Service,manga giapponese scritto ed illustrato da Karino Takatsu
http://www.wikidata.org/entity/Q2465328,Flashpoint,American comic book crossover story arc published by DC Comics,Flashpoint,arco narrativo a fumetti
http://www.wikidata.org/entity/Q116298,Dragon Quest Retsuden: Roto no Monshō,manga,Dragon Quest: L'emblema di Roto,manga
http://www.wikidata.org/entity/Q2841295,The Batman Adventures: Mad Love,1993 comic book,Batman: Amore folle,storia a fumetti
http://www.wikidata.org/entity/Q128156,Denkigai no Honya-san,Japanese manga series,Denkigai no hon'ya-san,serie di manga
http://www.wikidata.org/entity/Q137470,Judas,comic book series,Judas,fumetto e personaggio dei fumetti
http://www.wikidata.org/entity/Q161925,Clamp no Kiseki,manga,CLAMP no kiseki,serie di manga
http://www.wikidata.org/entity/Q3223729,Le Journal de Mickey,French Disney comics magazine launched in 1934,Le Journal de Mickey,rivista a fumetti Disney francese
http://www.wikidata.org/entity/Q27972614,Sarah's Scribbles,webcomic by Sarah Andersen,Sarah's Scribbles,webcomic
http://www.wikidata.org/entity/Q1770842,Uncle Scrooge,Disney comic book first published in 1952,Uncle Scrooge,periodico a fumetti statunitense
http://www.wikidata.org/entity/Q92558,Engaso 0.220,comic,Engaso 0.220,fumetto
http://www.wikidata.org/entity/Q7199702,Pixel,2002-2012 sprite webcomic,Pixel,fumetto di Chris Dlugosz
http://www.wikidata.org/entity/Q128522,Oltretomba,Italian comic book,Oltretomba,fumetto
http://www.wikidata.org/entity/Q2510293,The Spectacular Spider-Man,comic book series,Spectacular Spider-Man,Serie a fumetti
http://www.wikidata.org/entity/Q137483,Storia del West,comic book series,Storia del West,fumetto
http://www.wikidata.org/entity/Q2033269,Stacy,2001 film by Naoyuki Tomomatsu,Stacy,film del 2001 diretto da Naoyuki Tomomatsu
http://www.wikidata.org/entity/Q671957,Sweet Tooth,comic,Sweet Tooth,Serie a fumetti di Jeff Lemire
http://www.wikidata.org/entity/Q3993459,Mickey Mouse Vs. Kat Nipp,1931 Mickey Mouse comic strip story,Topolino contro il gatto Nipp,fumetto a puntate di Topolino del 1931
http://www.wikidata.org/entity/Q95021,Lazarus Ledd,comic book,Lazarus Ledd,personaggio dei fumetti
http://www.wikidata.org/entity/Q1121092,Cynical Orange,Manhwa by Yoon JiUn,Cynical Orange,manhwa di Jun Ji Un
http://www.wikidata.org/entity/Q165696,Chokin Senshi Cashman,Japanese manga series,Cashman il guerriero risparmiatore,serie di manga
http://www.wikidata.org/entity/Q18829,Saturday Morning Breakfast Cereal,webcomic,Saturday Morning Breakfast Cereal,fumetto online di Zach Weiner
http://www.wikidata.org/entity/Q3828928,The Origin,1999 comic,Le origini,fumetto del 1999
http://www.wikidata.org/entity/Q162232,2700,comic,2700,fumetto
http://www.wikidata.org/entity/Q96219608,Lore Olympus,webcomic,Lore Olympus,webcomic neozelandese
http://www.wikidata.org/entity/Q6929234,Mr. T,number of comic books,Mr. T,fumetto statunitense
http://www.wikidata.org/entity/Q2049859,Pantera Bionda,Italian comic book character,Pantera Bionda,serie a fumetti italiana di genere tarzanide
http://www.wikidata.org/entity/Q5278689,Dinosaurs for Hire,1988 comic book series,Dinosaurs for Hire,videogioco del 1993
http://www.wikidata.org/entity/Q3944728,Sadik,Italian crime comic book series,Sadik,personaggio immaginario dei fumetti italiani
http://www.wikidata.org/entity/Q6023298,Indiana Jones and the Tomb of the Gods,comic book limited series,Indiana Jones and the Tomb of the Gods,serie a fumetti
http://www.wikidata.org/entity/Q3840837,Lupine III Millennium,Italian comic based on Lupin III,Lupin III Millennium,miniserie a fumetti italiana del 2001
http://www.wikidata.org/entity/Q4119613,Return of the Dinosaurs,1976 TV Anime,Born Free - Il risveglio dei dinosauri,serie televisiva anime del 1976
http://www.wikidata.org/entity/Q493375,Noblesse,South Korean webtoon,Noblesse,manhwa di Son Jae Ho e Lee Gwang Su
http://www.wikidata.org/entity/Q3995988,Toto,manga by Yu-Ko Osada,Toto,manga di Yūkō Osada
http://www.wikidata.org/entity/Q959665,El Jueves,Spanish magazine,El Jueves,settimanale di umorismo satirico spagnolo
http://www.wikidata.org/entity/Q1827084,linus,Italian comics magazine,linus,rivista mensile italiana di fumetti
http://www.wikidata.org/entity/Q95117,Savage Tales,American comics series,Savage Tales,fumetto
http://www.wikidata.org/entity/Q3826722,Lanciostory,Italian comic magazine,Lanciostory,rivista settimanale italiana di fumetti
http://www.wikidata.org/entity/Q28753446,Tsuredure Children,Japanese manga series,Tsurezure children,manga yonkoma scritto e disegnato da Toshiya Wakabayashi
http://www.wikidata.org/entity/Q120300,Crayon Shin-chan,Japanese manga series,Shin Chan,manga di Yoshito Usui
http://www.wikidata.org/entity/Q2000514,Looking for Group,fantasy-based webcomic,Looking for Group,fumetto online
http://www.wikidata.org/entity/Q5247600,Death of the New Gods,DC comic book,Morte dei Nuovi Dei,fumetto della DC Comics
http://www.wikidata.org/entity/Q3870242,Napoleon,comic book,Napoleone,serie a fumetti bimestrale pubblicata da Sergio Bonelli Editore
http://www.wikidata.org/entity/Q4869398,Batman Beyond,title of six DC Comics Series,Batman Beyond,serie a fumetti
http://www.wikidata.org/entity/Q164883,Initial D,Japanese manga series by Shūichi Shigeno,Initial D,manga scritto e illustrato da Shuichi Shigeno
http://www.wikidata.org/entity/Q95040,Magic Patrol,Comic strip,Magic Patrol,fumetto
http://www.wikidata.org/entity/Q181357,Hi Score Girl,Japanese manga series,High Score Girl,serie di manga
http://www.wikidata.org/entity/Q162330,Khor,fantasy comic by   Star Comics,Khor,fumetto
http://www.wikidata.org/entity/Q3346838,Necron,Italian comics,Necron,fumetto di Ilaria Volpe e Magnus del 1981
http://www.wikidata.org/entity/Q28068103,World's End Harem,Japanese web manga series,World's End Harem,manga di LINK e Kotaro Shōno
http://www.wikidata.org/entity/Q4038972,Freddy vs. Jason vs. Ash: The Nightmare Warriors,limited series comic book,Freddy vs. Jason vs. Ash: The Nightmare Warriors,Miniserie a fumetti
http://www.wikidata.org/entity/Q7443999,Secret Files and Origins,series of one-shot comic books and miniseries,Secret Files and Origins,serie di speciali e miniserie a fumetti DC Comics
http://www.wikidata.org/entity/Q7271622,Qui-Gon and Obi-Wan: Last Stand on Ord Mantell,comic series in Star Wars,Qui-Gon and Obi-Wan: Last Stand on Ord Mantell,comic series in Star Wars
http://www.wikidata.org/entity/Q11271635,Danchigai,Japanese manga series,Danchigai,serie di manga
http://www.wikidata.org/entity/Q1135110,Doki Doki School Hours,Japanese manga series,Sensei no ojikan,manga yonkoma scritto e disegnato da Tamami Momose
http://www.wikidata.org/entity/Q896305,FRÖSI,magazine,Frösi,Giornale per ragazzi
http://www.wikidata.org/entity/Q91879,Asteroid Argo,comic,Asteroide Argo,fumetto
http://www.wikidata.org/entity/Q2285407,Sigurd,German comic,Sigurd (fumetto),serie a fumetti tedesca
http://www.wikidata.org/entity/Q7406603,Salvation Run,2007–2008 DC Comics limited series,Salvation Run,fumetto della DC Comics
http://www.wikidata.org/entity/Q180467,Akira Toriyama's Manga Theater,manga,Toriyama World,manga di Akira Toriyama
http://www.wikidata.org/entity/Q65256469,Hell's Paradise: Jigokuraku,Japanese manga series,Hell's Paradise - Jigokuraku,manga scritto e disegnato da Yūji Kaku
http://www.wikidata.org/entity/Q3977845,Supercrooks,2012 comic book limited series,Supercrooks,miniserie a fumetti
http://www.wikidata.org/entity/Q92166,Caravan,comic series,Caravan,fumetto
http://www.wikidata.org/entity/Q137476,Magico Vento,character of an Italian comics book,Magico Vento,fumetto e personaggio dei fumetti
http://www.wikidata.org/entity/Q143830,Detective School Q,Japanese manga series,Tantei gakuen Q,manga e anime di Seimaru Amagi e Fumiya Satō
http://www.wikidata.org/entity/Q151749,Go! Go! Ackman,Japanese manga series,Go! Go! Ackman,serie di manga
http://www.wikidata.org/entity/Q14850941,Super Seisyun Brothers,Japanese manga series,super sisyun brothers,serie di manga
http://www.wikidata.org/entity/Q12810689,World of Warcraft: Mage,Warcraft manga,Mage,manga di Warcraft
http://www.wikidata.org/entity/Q128516,Lucifera,character from Italian comic book series,Lucifera,fumetto
http://www.wikidata.org/entity/Q162332,Nemrod,comic with a religious background,Nemrod,fumetto
http://www.wikidata.org/entity/Q17223559,Ooya-san wa Shishunki!,Japanese four-panel manga series,Ōya-san wa shishunki!,manga yonkoma scritto e disegnato da Rurū Minase
http://www.wikidata.org/entity/Q1872723,Loïs,historical cartoon series,Loïs,serie storica dei cartoni animati
http://www.wikidata.org/entity/Q145320,Earl Cain,Japanese manga series by Kaoru Yuki,God Child,serie di manga
http://www.wikidata.org/entity/Q138117,GetBackers,Japanese manga series,Get Backers,serie di manga
http://www.wikidata.org/entity/Q27171300,Tawawa on Monday,collection of illustrations by Kiseki Himura,Getsuyōbi no tawawa,collezione di illustrazioni realizzate da Kiseki Himura
http://www.wikidata.org/entity/Q11267313,Is the Order a Rabbit?,Japanese manga series,Is the Order a Rabbit?,serie manga yonkoma scritta e disegnata da Koi
http://www.wikidata.org/entity/Q3895098,Paradox Blue,Japanese manga series,Paradox Blue,serie di manga
http://www.wikidata.org/entity/Q1202916,Working!!,Japanese manga by Karino Takatsu,Working!!,manga yonkoma scritto e disegnato da Karino Takatsu
http://www.wikidata.org/entity/Q114494831,The Summer Hikaru Died,Japanese manga series,L'estate in cui Hikaru è morto,manga scritto e disegnato da Mokumokuren
http://www.wikidata.org/entity/Q1503317,Métal hurlant,French science fiction magazine,Métal Hurlant,rivista a fumetti
http://www.wikidata.org/entity/Q7721509,The Case of the Chemical Syndicate,comic book depicting the debut of fictional superhero Batman,Il caso del sindacato chimico,storia a fumetti del 1939 di Bob Kane e Bill Finger
http://www.wikidata.org/entity/Q211174,2000 AD,British comic magazine,2000 AD,rivista di fumetti britannica
http://www.wikidata.org/entity/Q7480931,Yuyushiki,Japanese manga series,Yuyushiki,serie di manga
http://www.wikidata.org/entity/Q3521063,The God of High School,South Korean webtoon,The God of High School,manhwa disegnato e ideato da Yongje Park
http://www.wikidata.org/entity/Q4050415,Superman vs. the Amazing Spider-Man,comic book by Gerry Conway,Superman & l'Uomo Ragno,albo a fumetti di Gerry Conway
http://www.wikidata.org/entity/Q3951624,Scarlet,comic book series,Scarlet,serie a fumetti
http://www.wikidata.org/entity/Q18338746,New Game!,Japanese manga series,New Game!,manga yonkoma scritto e disegnato da Shōtarō Tokunō
http://www.wikidata.org/entity/Q91943,Borderline,comic,Borderline,fumetto
http://www.wikidata.org/entity/Q92780,Hammer,Comic book series published by Star Comics.,Hammer,fumetto
http://www.wikidata.org/entity/Q4002070,U.S.A. Comics,American comic-book series,USA Comics,miniserie a fumetti antenata della Marvel Comics
http://www.wikidata.org/entity/Q4001052,Twilight of the Superheroes,proposed comic series by Alan Moore,Twilight of the Superheroes,fumetto di Alan Moore
http://www.wikidata.org/entity/Q91921,Bárbara,Argentine comic book series,Barbara,serie di fumetti argentina
http://www.wikidata.org/entity/Q4043766,Marvel Now!,Promotional material by Marvel,Marvel NOW!,serie di fumetti
http://www.wikidata.org/entity/Q565366,Superman: Whatever Happened to the Man of Tomorrow?,1986 comic book story,Che cosa è successo all'Uomo del Domani?,fumetto
http://www.wikidata.org/entity/Q92520,Doctor Nefasto,cartoon,Doctor Nefasto,fumetto
http://www.wikidata.org/entity/Q179479,Shinobi Life,manga,Ninja Life,serie manga
http://www.wikidata.org/entity/Q196874,Zetsuai 1989,manga,Zetsuai 1989,manga di Minami Ozaki
http://www.wikidata.org/entity/Q4893460,Hate,comic book series,Odio!,serie a fumetti
http://www.wikidata.org/entity/Q92478,Dead Space,comics,Dead Space,fumetto
http://www.wikidata.org/entity/Q14224963,Chancellor,French-Belgian comic series,Chancellor,comic serie franco-belga
http://www.wikidata.org/entity/Q116122,Hayate the Combat Butler,Japanese manga series,Hayate no gotoku!,serie manga Giapponese
http://www.wikidata.org/entity/Q95156,Star Trek: Countdown,comic,Star Trek: Countdown,fumetto
http://www.wikidata.org/entity/Q95157,Star Trek: Nero,comic,Star Trek: Nero,fumetto
http://www.wikidata.org/entity/Q300351,A Channel,Japanese manga series,A-Channel,serie di manga
http://www.wikidata.org/entity/Q128444,Watchmen,superhero comic book series by Alan Moore and Dave Gibbons,Watchmen,miniserie a fumetti
http://www.wikidata.org/entity/Q246158,Samurai Girl: Real Bout High School,manga,Shoukan kyoushi riaru bauto hai sukūru,serie di manga
http://www.wikidata.org/entity/Q219134,Zombie-Loan,Japanese manga series,Zombie-Loan,manga di PEACH-PIT del 2003
http://www.wikidata.org/entity/Q182652,Fate/kaleid liner Prisma Illya,Japanese manga series,Fate/kaleid liner Prisma Illya,manga di Hiroshi Hiroyama
http://www.wikidata.org/entity/Q200225,Ishida & Asakura,Japanese manga series,Ishida to Asakura,serie manga ideata e disegnata da Masao
http://www.wikidata.org/entity/Q182056,Inuyasha,Japanese manga series,Inuyasha,manga scritto e disegnato da Rumiko Takahashi
http://www.wikidata.org/entity/Q711781,Momo Love,2009 Taiwanese television series,Momo Love,serie televisiva taiwanese
http://www.wikidata.org/entity/Q272015,Ranma ½,Japanese manga series,Ranma ½,manga scritto e disegnato da Rumiko Takahashi
http://www.wikidata.org/entity/Q711218,Mutsu Enmei-ryū Gaiden: Shura no Toki,Japanese manga series,Shura no toki,serie di manga
http://www.wikidata.org/entity/Q219610,Shaman King,Japanese manga series,Shaman King,manga shōnen di Hiroyuki Takei
http://www.wikidata.org/entity/Q4442,Wanted,comic book limited series written by Mark Millar,Wanted,miniserie a fumetti
http://www.wikidata.org/entity/Q135211,Mr. Ho,manga,Mister Ho,serie di manga
http://www.wikidata.org/entity/Q4869343,Batman: Contagion,Batman storyline,Batman: Contagio,fumetto di Batman
http://www.wikidata.org/entity/Q281402,A Certain Scientific Railgun,2009 manga spin-off series of A Certain Magical Index,A Certain Scientific Railgun,"serie manga, trasposta in anime"
http://www.wikidata.org/entity/Q130284,Weekly Young Sunday,Japanese manga magazine,Weekly Young Sunday,rivista settimanale giapponese di manga
http://www.wikidata.org/entity/Q212860,Man of Many Faces,Japanese manga series,Il ladro dalle mille facce,serie di manga
http://www.wikidata.org/entity/Q603822,Earth X,limited series,Terra X,Miniserie a fumetti
http://www.wikidata.org/entity/Q23419133,Providence,comic by Alan Moore and Jacen Burrows - a prequel and sequel to Neonomicon and The Courtyard,Providence,miniserie a fumetti
http://www.wikidata.org/entity/Q978891,A Dame to Kill For,second story in Frank Miller's Sin City series,Una donna per cui uccidere,miniserie a fumetti
http://www.wikidata.org/entity/Q19358212,Wolverine,1982 Marvel Comics four-issue limited series,Wolverine,miniserie a fumetti del 1982
http://www.wikidata.org/entity/Q275956,Saint Seiya,Japanese manga series,I Cavalieri dello zodiaco,manga scritto e disegnato da Masami Kurumada
http://www.wikidata.org/entity/Q716391,Legion Lost,limited series,Legion Lost,miniserie a fumetti pubblicata dalla DC Comics
http://www.wikidata.org/entity/Q3553294,Vaillant,French weekly magazine,Vaillant,settimanale francese
http://www.wikidata.org/entity/Q303195,Hallelujah Overdrive,manga,Hallelujah Overdrive,serie di manga
http://www.wikidata.org/entity/Q189562,Fullmetal Alchemist,Japanese manga series,Fullmetal Alchemist,manga scritto e disegnato da Hiromu Arakawa
http://www.wikidata.org/entity/Q95046,NacuN,manga series,Nachun,manga fantascientifico scritto e disegnato da Daisaku Tsuru
http://www.wikidata.org/entity/Q3129912,Hellraiser (comics),comic books,Hellraiser,fumetto
http://www.wikidata.org/entity/Q711932,Over Drive,Japanese manga series,Over Drive,serie di manga
http://www.wikidata.org/entity/Q3489230,Solaris,Canadian quarterly literary science fiction and fantasy magazine,Solaris,Rivista letteraria canadese di fantascienza e fantasy
http://www.wikidata.org/entity/Q270595,Vampire Knight,Japanese manga series,Vampire Knight,manga shōjo ideato da Matsuri Hino
http://www.wikidata.org/entity/Q113505,If I See You in My Dreams,Japanese manga series,Yume de Aetera,serie di manga
http://www.wikidata.org/entity/Q712498,Suppli,Japanese manga series,Supplement,manga e serie televisiva giapponese
http://www.wikidata.org/entity/Q214771,Elfen Lied,Japanese manga series,Elfen Lied,manga di Lynn Okamoto
http://www.wikidata.org/entity/Q199092,The Knife and the Sword,Japanese manga series,Nobunaga no chef,serie di manga
http://www.wikidata.org/entity/Q25423166,Fury,2001 Marvel Comics limited series,Fury,fumetto Marvel Comics
http://www.wikidata.org/entity/Q196866,Zetman,Japanese manga series,Zetman,serie di manga
http://www.wikidata.org/entity/Q195759,Lament of the Lamb,Japanese manga series,Hitsuji no Uta,serie di manga
http://www.wikidata.org/entity/Q95152,Silent Möbius,Japanese manga series,Silent Möbius,manga di Kia Asamiya
http://www.wikidata.org/entity/Q583487,DC: The New Frontier,limited series,DC: La nuova frontiera,Miniserie
http://www.wikidata.org/entity/Q133532,Btooom!,Japanese manga series,Btooom!,manga scritto e disegnato da Junya Inoue
http://www.wikidata.org/entity/Q182469,Chihayafuru,Japanese manga series,Chihayafuru - Il gioco di Chihaya,manga josei scritto e disegnato da Yuki Suetsugu
http://www.wikidata.org/entity/Q113329,Magic Kaito,Japanese manga series,Kaito Kid,manga e anime di Gōshō Aoyama
http://www.wikidata.org/entity/Q708606,Yamada Tarō Monogatari,Japanese manga created by Ai Morinaga,Yamada Tarō monogatari,serie di manga
http://www.wikidata.org/entity/Q81268,Ultra Jump,Japanese manga magazine,Ultra Jump,rivista mensile di manga
http://www.wikidata.org/entity/Q199224,Cuticle Detective Inaba,Japanese manga series,Cuticle tantei Inaba,serie di manga
http://www.wikidata.org/entity/Q182662,The Flowers of Evil,2009 Japanese manga series,Aku no Hana,manga e anime
http://www.wikidata.org/entity/Q1048144,World War Hulk,2007 limited series comic book by Marvel Comics,World War Hulk,Miniserie a fumetti della Marvel Comics
http://www.wikidata.org/entity/Q95159,Tetsujin 28-go,Japanese manga series,Super Robot 28,anime e manga
http://www.wikidata.org/entity/Q710451,The World of Narue,Japanese manga series,Narue no sekai,serie di manga
http://www.wikidata.org/entity/Q223155,Hellsing,Japanese manga series,Hellsing,manga di Kōta Hirano
http://www.wikidata.org/entity/Q717180,Mama wa Shōgaku 4 Nensei,Japanese anime television series,Mama wa shōgaku 4 nensei,serie di manga
http://www.wikidata.org/entity/Q948477,Born,comic book limited series,Born,Miniserie a fumetti
http://www.wikidata.org/entity/Q182365,Ai-Mai-Mi,Japanese manga series,Ai Mai Mi,serie di manga
http://www.wikidata.org/entity/Q7979235,Wednesday Comics,comic book by DC Comics,Wednesday Comics,fumetto della DC Comics
http://www.wikidata.org/entity/Q196881,Absolute Boyfriend,Japanese manga series,Zettai kareshi - Assolutamente lui,serie televisiva giapponese
http://www.wikidata.org/entity/Q218150,Zodiac P.I.,manga,Zodiac Detective,serie di manga
http://www.wikidata.org/entity/Q128461,ZeD,manga by Katsuhiro Ōtomo,ZeD,manga di Katsuhiro Ōtomo e Tai Okada
http://www.wikidata.org/entity/Q260234,Marvel Zombies,Five-issue comic book miniseries,Marvel Zombi,miniserie a fumetti del 2005-2006
http://www.wikidata.org/entity/Q162238,Cerebus the Aardvark,Comic book,Cerebus,fumetto
http://www.wikidata.org/entity/Q5185187,Crime Does Not Pay,comic book,Crime Does Not Pay,fumetto statunitense
http://www.wikidata.org/entity/Q196876,Zettai Karen Children,Japanese manga series,Zettai karen children,serie di manga
http://www.wikidata.org/entity/Q1032337,The Big Fat Kill,comic,Un'abbuffata di morte,miniserie a fumetti
http://www.wikidata.org/entity/Q137002,Recorder and Randsell,Japanese manga series,Recorder to Randsell,serie di manga
http://www.wikidata.org/entity/Q229817,3×3 Eyes,manga,3x3 occhi,serie di manga
http://www.wikidata.org/entity/Q210744,Elite Yankee Saburo,manga,Elite Yankee Saburo,serie di manga
http://www.wikidata.org/entity/Q281062,The Qwaser of Stigmata,Japanese manga series,The Qwaser of Stigmata,manga scritto da Hiroyuki Yoshino e disegnato da Kenetsu Satō
http://www.wikidata.org/entity/Q717850,Zenki,Japanese manga series,Zenki,serie di manga
http://www.wikidata.org/entity/Q64156905,Aya Yuri,manga,Aya yuri,manga
http://www.wikidata.org/entity/Q195105,Good Luck Girl!,Japanese manga series,Binbogami!,manga di Yoshiaki Sukeno
http://www.wikidata.org/entity/Q522623,Crisis on Infinite Earths,DC Comics storyline,Crisi sulle Terre infinite,miniserie a fumetti pubblicata dalla DC Comics
http://www.wikidata.org/entity/Q182443,Blood Lad,Japanese manga series,Blood Lad,manga di Yuuki Kodama
http://www.wikidata.org/entity/Q201566,Crimson Spell,Japanese manga series,Crimson Spell,serie di manga
http://www.wikidata.org/entity/Q282464,Basilisk,Japanese manga series,Basilisk: I segreti mortali dei ninja,Media franchise giapponese
http://www.wikidata.org/entity/Q303425,Super Doll Licca-chan,Japanese anime television series,Super Doll Rika-chan,anime della Madhouse
http://www.wikidata.org/entity/Q3532105,Topolino,weekly Italian comic magazine,Topolino,rivista settimanale italiana di fumetti
http://www.wikidata.org/entity/Q644066,Batman: Turning Points,limited series,Batman: Punto di svolta,miniserie a fumetti
http://www.wikidata.org/entity/Q710584,The Drifting Classroom,Japanese manga series,Aula alla deriva,"manga, quindi live action movie, quindi dorama"
http://www.wikidata.org/entity/Q709666,Muka Muka Paradise,manga,Mukamuka Paradise,serie di manga
http://www.wikidata.org/entity/Q810863,The Dark Knight Returns,1986 four-issue comic book miniseries by Frank Miller,Il ritorno del Cavaliere Oscuro,miniserie a fumetti di Frank Miller
http://www.wikidata.org/entity/Q133691,Black Jack,Japanese manga series,Black Jack,manga scritto e disegnato da Osamu Tezuka
